节点编号,X坐标（米）,Y坐标（米）,Z坐标（米）,计算Z的坐标（米）,差距（米）
A288,-12.2517,204.0580,-220.1148,-225.2686,5.1538
A290,12.2517,204.0580,-220.1148,-225.2686,5.1538
C289,120.0420,-165.2230,-220.2981,-225.4136,5.1155
D289,-120.0420,-165.2230,-220.2981,-225.4136,5.1155
B289,194.2320,63.1100,-220.2981,-225.4132,5.1151
E289,-194.2320,63.1100,-220.2981,-225.4132,5.1151
A289,0.0000,204.2280,-220.2981,-225.4130,5.1149
C259,172.2020,-108.3600,-221.0080,-225.9739,4.9659
D272,-172.2020,-108.3600,-221.0080,-225.9739,4.9659
C272,49.8439,-197.2590,-221.0080,-225.9737,4.9657
D259,-49.8439,-197.2590,-221.0080,-225.9737,4.9657
B272,203.0073,-13.5520,-221.0080,-225.9735,4.9655
E259,-203.0073,-13.5520,-221.0080,-225.9735,4.9655
B259,156.2707,130.2890,-221.0080,-225.9733,4.9653
E272,-156.2707,130.2890,-221.0080,-225.9733,4.9653
A259,-75.6215,188.8840,-221.0080,-225.9732,4.9652
A272,75.6215,188.8840,-221.0080,-225.9732,4.9652
C260,165.1060,-116.3690,-222.3472,-227.0355,4.6883
D271,-165.1060,-116.3690,-222.3472,-227.0355,4.6883
C271,59.6536,-192.9850,-222.3472,-227.0355,4.6883
D260,-59.6536,-192.9850,-222.3472,-227.0355,4.6883
B271,201.9739,-2.9010,-222.3472,-227.0353,4.6881
E260,-201.9739,-2.9010,-222.3472,-227.0353,4.6881
B260,161.6947,121.0650,-222.3472,-227.0352,4.6880
E271,-161.6947,121.0650,-222.3472,-227.0352,4.6880
A260,-65.1732,191.1920,-222.3472,-227.0352,4.6880
A271,65.1732,191.1920,-222.3472,-227.0352,4.6880
C252,20.0080,-200.8980,-222.4403,-227.1096,4.6693
D234,-20.0080,-200.8980,-222.4403,-227.1096,4.6693
C234,184.8829,-81.1090,-222.4403,-227.1095,4.6692
D252,-184.8829,-81.1090,-222.4403,-227.1095,4.6692
B252,197.2485,-43.0520,-222.4403,-227.1094,4.6691
E234,-197.2485,-43.0520,-222.4403,-227.1094,4.6691
B234,134.2719,150.7700,-222.4403,-227.1092,4.6689
E252,-134.2719,150.7700,-222.4403,-227.1092,4.6689
A234,-101.8983,174.2910,-222.4403,-227.1091,4.6688
A252,101.8983,174.2910,-222.4403,-227.1091,4.6688
C270,69.3627,-188.4660,-223.4042,-227.8780,4.4738
D261,-69.3627,-188.4660,-223.4042,-227.8780,4.4738
B261,166.8933,111.7020,-223.4042,-227.8778,4.4736
E270,-166.8933,111.7020,-223.4042,-227.8778,4.4736
C261,157.8079,-124.2070,-223.4042,-227.8778,4.4736
D270,-157.8079,-124.2070,-223.4042,-227.8778,4.4736
B270,200.6764,7.7290,-223.4042,-227.8778,4.4736
E261,-200.6764,7.7290,-223.4042,-227.8778,4.4736
A261,-54.6621,193.2430,-223.4042,-227.8777,4.4735
A270,54.6621,193.2430,-223.4042,-227.8777,4.4735
D211,0.0000,-199.5570,-224.5369,-228.7858,4.2489
C211,189.7908,-61.6660,-224.5369,-228.7853,4.2484
E211,-189.7908,-61.6660,-224.5369,-228.7853,4.2484
C251,30.0387,-197.2810,-224.5391,-228.7873,4.2482
D235,-30.0387,-197.2810,-224.5391,-228.7873,4.2482
C235,178.3434,-89.5310,-224.5391,-228.7873,4.2482
D251,-178.3434,-89.5310,-224.5391,-228.7873,4.2482
B211,117.2971,161.4460,-224.5369,-228.7850,4.2481
A211,-117.2971,161.4460,-224.5369,-228.7850,4.2481
B251,196.9084,-32.3940,-224.5391,-228.7870,4.2479
E235,-196.9084,-32.3940,-224.5391,-228.7870,4.2479
B235,140.2610,141.9480,-224.5391,-228.7869,4.2478
E251,-140.2610,141.9480,-224.5391,-228.7869,4.2478
A235,-91.6573,177.2610,-224.5391,-228.7866,4.2475
A251,91.6573,177.2610,-224.5391,-228.7866,4.2475
C262,148.8135,-131.8690,-225.1781,-229.3010,4.1229
D269,-148.8135,-131.8690,-225.1781,-229.3010,4.1229
A262,-42.8817,194.1550,-225.1781,-229.3008,4.1227
A269,42.8817,194.1550,-225.1781,-229.3008,4.1227
B269,197.9035,19.2150,-225.1781,-229.3008,4.1227
E262,-197.9035,19.2150,-225.1781,-229.3008,4.1227
C269,79.4294,-182.2800,-225.1781,-229.3007,4.1226
D262,-79.4294,-182.2800,-225.1781,-229.3007,4.1226
B262,171.4012,100.7810,-225.1781,-229.3005,4.1224
E269,-171.4012,100.7810,-225.1781,-229.3005,4.1224
C268,89.8753,-175.9530,-226.2807,-230.1913,3.9106
D263,-89.8753,-175.9530,-226.2807,-230.1913,3.9106
C263,139.5688,-139.8490,-226.2807,-230.1910,3.9103
D268,-139.5688,-139.8490,-226.2807,-230.1910,3.9103
B263,176.1336,89.5220,-226.2807,-230.1909,3.9102
E268,-176.1336,89.5220,-226.2807,-230.1909,3.9102
B268,195.1148,31.1040,-226.2807,-230.1909,3.9102
E263,-195.1148,31.1040,-226.2807,-230.1909,3.9102
A263,-30.7123,195.1770,-226.2807,-230.1908,3.9101
A268,30.7123,195.1770,-226.2807,-230.1908,3.9101
C250,40.0302,-193.4060,-226.3441,-230.2427,3.8986
D236,-40.0302,-193.4060,-226.3441,-230.2427,3.8986
B236,146.0666,132.9400,-226.3441,-230.2423,3.8982
E250,-146.0666,132.9400,-226.3441,-230.2423,3.8982
C236,171.5705,-97.8370,-226.3441,-230.2423,3.8982
D250,-171.5705,-97.8370,-226.3441,-230.2423,3.8982
B250,196.3106,-21.6950,-226.3441,-230.2423,3.8982
E236,-196.3106,-21.6950,-226.3441,-230.2423,3.8982
A236,-81.2964,179.9990,-226.3441,-230.2419,3.8978
A250,81.2964,179.9990,-226.3441,-230.2419,3.8978
C267,100.1894,-169.3050,-227.0195,-230.7902,3.7707
D264,-100.1894,-169.3050,-227.0195,-230.7902,3.7707
C264,130.0590,-147.6040,-227.0195,-230.7899,3.7704
D267,-130.0590,-147.6040,-227.0195,-230.7899,3.7704
A264,-18.4605,195.8610,-227.0195,-230.7898,3.7703
A267,18.4605,195.8610,-227.0195,-230.7898,3.7703
B267,191.9795,42.9680,-227.0195,-230.7897,3.7702
E264,-191.9795,42.9680,-227.0195,-230.7897,3.7702
B264,180.5703,78.0820,-227.0195,-230.7896,3.7701
E267,-180.5703,78.0820,-227.0195,-230.7896,3.7701
C231,10.0118,-196.4380,-227.0504,-230.8152,3.7648
D212,-10.0118,-196.4380,-227.0504,-230.8152,3.7648
C212,183.7302,-70.2240,-227.0504,-230.8151,3.7647
D231,-183.7302,-70.2240,-227.0504,-230.8151,3.7647
B231,189.9178,-51.1810,-227.0504,-230.8150,3.7646
E212,-189.9178,-51.1810,-227.0504,-230.8150,3.7646
A212,-107.3639,164.8070,-227.0504,-230.8148,3.7644
A231,107.3639,164.8070,-227.0504,-230.8148,3.7644
B212,123.5633,153.0380,-227.0504,-230.8145,3.7641
E231,-123.5633,153.0380,-227.0504,-230.8145,3.7641
C265,120.3486,-155.0820,-227.3891,-231.0905,3.7014
D266,-120.3486,-155.0820,-227.3891,-231.0905,3.7014
C266,110.3025,-162.3810,-227.3891,-231.0904,3.7013
D265,-110.3025,-162.3810,-227.3891,-231.0904,3.7013
B266,188.5192,54.7260,-227.3891,-231.0901,3.7010
E265,-188.5192,54.7260,-227.3891,-231.0901,3.7010
B265,184.6820,66.5360,-227.3891,-231.0900,3.7009
E266,-184.6820,66.5360,-227.3891,-231.0900,3.7009
A265,-6.2088,196.2040,-227.3891,-231.0898,3.7007
A266,6.2088,196.2040,-227.3891,-231.0898,3.7007
C237,164.6126,-105.9260,-227.8649,-231.4778,3.6129
D249,-164.6126,-105.9260,-227.8649,-231.4778,3.6129
B249,195.4364,-11.0600,-227.8649,-231.4776,3.6127
E237,-195.4364,-11.0600,-227.8649,-231.4776,3.6127
C249,49.8740,-189.2890,-227.8649,-231.4776,3.6127
D237,-49.8740,-189.2890,-227.8649,-231.4776,3.6127
B237,151.6102,123.8230,-227.8649,-231.4775,3.6126
E249,-151.6102,123.8230,-227.8649,-231.4775,3.6126
A237,-70.9124,182.4540,-227.8649,-231.4771,3.6122
A249,70.9124,182.4540,-227.8649,-231.4771,3.6122
C248,59.6536,-184.9270,-229.0924,-232.4811,3.3887
D238,-59.6536,-184.9270,-229.0924,-232.4811,3.3887
C238,157.4428,-113.8790,-229.0924,-232.4809,3.3885
D248,-157.4428,-113.8790,-229.0924,-232.4809,3.3885
B248,194.3107,-0.4110,-229.0924,-232.4807,3.3883
E238,-194.3107,-0.4110,-229.0924,-232.4807,3.3883
B238,156.9586,114.5470,-229.0924,-232.4803,3.3879
E248,-156.9586,114.5470,-229.0924,-232.4803,3.3879
A238,-60.4370,184.6740,-229.0924,-232.4801,3.3877
A248,60.4371,184.6740,-229.0924,-232.4801,3.3877
C230,20.0360,-192.9760,-229.3445,-232.6875,3.3430
D213,-20.0360,-192.9760,-229.3445,-232.6875,3.3430
B230,189.7227,-40.5770,-229.3445,-232.6874,3.3429
E213,-189.7227,-40.5770,-229.3445,-232.6874,3.3429
C213,177.3398,-78.6880,-229.3445,-232.6874,3.3429
D230,-177.3398,-78.6880,-229.3445,-232.6874,3.3429
A213,-97.2191,167.8980,-229.3445,-232.6872,3.3427
A230,97.2191,167.8980,-229.3445,-232.6872,3.3427
B213,129.6380,144.3450,-229.3445,-232.6869,3.3424
E230,-129.6380,144.3450,-229.3445,-232.6869,3.3424
C247,69.7628,-178.8760,-231.0337,-234.0782,3.0445
D239,-69.7628,-178.8760,-231.0337,-234.0782,3.0445
C239,148.5636,-121.6240,-231.0337,-234.0781,3.0444
D247,-148.5636,-121.6240,-231.0337,-234.0781,3.0444
B247,191.6794,11.0730,-231.0337,-234.0780,3.0443
E239,-191.6794,11.0730,-231.0337,-234.0780,3.0443
B239,161.5801,103.7090,-231.0337,-234.0778,3.0441
E247,-161.5801,103.7090,-231.0337,-234.0778,3.0441
A239,-48.7016,185.7200,-231.0337,-234.0777,3.0440
A247,48.7016,185.7200,-231.0337,-234.0777,3.0440
D191,0.0000,-191.6710,-231.3056,-234.3030,2.9974
C191,182.2903,-59.2290,-231.3056,-234.3029,2.9973
E191,-182.2903,-59.2290,-231.3056,-234.3029,2.9973
B191,112.6616,155.0660,-231.3056,-234.3024,2.9968
A191,-112.6616,155.0660,-231.3056,-234.3024,2.9968
C229,30.0584,-189.2600,-231.3376,-234.3297,2.9921
D214,-30.0584,-189.2600,-231.3376,-234.3297,2.9921
B229,189.2861,-29.8970,-231.3376,-234.3293,2.9917
E214,-189.2861,-29.8970,-231.3376,-234.3293,2.9917
C214,170.7090,-87.0720,-231.3376,-234.3292,2.9916
D229,-170.7090,-87.0720,-231.3376,-234.3292,2.9916
A214,-86.9268,170.7830,-231.3376,-234.3292,2.9916
A229,86.9268,170.7830,-231.3376,-234.3292,2.9916
B214,135.5624,135.4480,-231.3376,-234.3288,2.9912
E229,-135.5624,135.4480,-231.3376,-234.3288,2.9912
C240,139.4497,-129.1760,-232.6100,-235.3851,2.7751
D246,-139.4497,-129.1760,-232.6100,-235.3851,2.7751
C246,79.7617,-172.5420,-232.6100,-235.3851,2.7751
D240,-79.7617,-172.5420,-232.6100,-235.3851,2.7751
B240,165.9464,92.7070,-232.6100,-235.3848,2.7748
E246,-165.9464,92.7070,-232.6100,-235.3848,2.7748
B246,188.7452,22.5400,-232.6100,-235.3848,2.7748
E240,-188.7452,22.5400,-232.6100,-235.3848,2.7748
A240,-36.8892,186.4730,-232.6100,-235.3845,2.7745
A246,36.8892,186.4730,-232.6100,-235.3845,2.7745
C228,40.0268,-185.3160,-233.0145,-235.7222,2.7077
D215,-40.0268,-185.3160,-233.0145,-235.7222,2.7077
C215,163.8777,-95.3330,-233.0145,-235.7220,2.7075
D228,-163.8777,-95.3330,-233.0145,-235.7220,2.7075
B228,188.6156,-19.1980,-233.0145,-235.7217,2.7072
E215,-188.6156,-19.1980,-233.0145,-235.7217,2.7072
A215,-76.5441,173.4520,-233.0145,-235.7214,2.7069
A228,76.5441,173.4520,-233.0145,-235.7214,2.7069
B215,141.3088,126.3980,-233.0145,-235.7213,2.7068
E228,-141.3088,126.3980,-233.0145,-235.7213,2.7068
C245,90.1441,-166.0410,-233.5473,-236.1667,2.6194
D241,-90.1441,-166.0410,-233.5473,-236.1667,2.6194
C241,130.0590,-137.0410,-233.5473,-236.1667,2.6194
D245,-130.0590,-137.0410,-233.5473,-236.1667,2.6194
A241,-24.6688,187.3160,-233.5473,-236.1662,2.6189
A245,24.6688,187.3160,-233.5473,-236.1662,2.6189
B245,185.7711,34.4230,-233.5473,-236.1662,2.6189
E241,-185.7711,34.4230,-233.5473,-236.1662,2.6189
B241,170.5250,81.3460,-233.5473,-236.1660,2.6187
E245,-170.5250,81.3460,-233.5473,-236.1660,2.6187
C210,10.0263,-188.3670,-233.7892,-236.3686,2.5794
D192,-10.0263,-188.3670,-233.7892,-236.3686,2.5794
C192,176.0497,-67.7440,-233.7892,-236.3685,2.5793
D210,-176.0497,-67.7440,-233.7892,-236.3685,2.5793
B192,118.8310,146.4990,-233.7892,-236.3684,2.5792
E210,-118.8310,146.4990,-233.7892,-236.3684,2.5792
B210,182.2463,-48.6730,-233.7892,-236.3684,2.5792
E192,-182.2463,-48.6730,-233.7892,-236.3684,2.5792
A192,-102.6081,158.2860,-233.7892,-236.3682,2.5790
A210,102.6081,158.2860,-233.7892,-236.3682,2.5790
C244,100.3757,-159.2630,-234.0941,-236.6238,2.5297
D242,-100.3757,-159.2630,-234.0941,-236.6238,2.5297
C242,120.4508,-144.6780,-234.0941,-236.6235,2.5294
D244,-120.4508,-144.6780,-234.0941,-236.6235,2.5294
B244,182.4864,46.2480,-234.0941,-236.6235,2.5294
E242,-182.4864,46.2480,-234.0941,-236.6235,2.5294
B242,174.8184,69.8480,-234.0941,-236.6234,2.5293
E244,-174.8184,69.8480,-234.0941,-236.6234,2.5293
A242,-12.4071,187.8470,-234.0941,-236.6230,2.5289
A244,12.4071,187.8470,-234.0941,-236.6230,2.5289
C243,110.5075,-152.1000,-234.2940,-236.7913,2.4973
D243,-110.5075,-152.1000,-234.2940,-236.7913,2.4973
B243,178.8049,58.0980,-234.2940,-236.7908,2.4968
E243,-178.8049,58.0980,-234.2940,-236.7908,2.4968
A243,0.0000,188.0070,-234.2940,-236.7907,2.4967
C216,156.8349,-103.3760,-234.4274,-236.9031,2.4757
D227,-156.8349,-103.3760,-234.4274,-236.9031,2.4757
C227,49.8525,-181.1040,-234.4274,-236.9028,2.4754
D216,-49.8525,-181.1040,-234.4274,-236.9028,2.4754
B227,187.6455,-8.5510,-234.4274,-236.9028,2.4754
E216,-187.6455,-8.5510,-234.4274,-236.9028,2.4754
A216,-66.1188,175.8190,-234.4274,-236.9027,2.4753
A227,66.1188,175.8190,-234.4274,-236.9027,2.4753
B216,146.7818,117.2140,-234.4274,-236.9027,2.4753
E227,-146.7818,117.2140,-234.4274,-236.9027,2.4753
C209,20.0395,-184.8170,-235.9681,-238.1994,2.2313
D193,-20.0395,-184.8170,-235.9681,-238.1994,2.2313
C193,169.5797,-76.1700,-235.9681,-238.1990,2.2309
D209,-169.5797,-76.1700,-235.9681,-238.1990,2.2309
B209,181.9647,-38.0530,-235.9681,-238.1989,2.2308
E193,-181.9647,-38.0530,-235.9681,-238.1989,2.2308
B193,124.8455,137.7420,-235.9681,-238.1988,2.2307
E209,-124.8455,137.7420,-235.9681,-238.1988,2.2307
A193,-92.4209,161.3000,-235.9681,-238.1987,2.2306
A209,92.4209,161.3000,-235.9681,-238.1987,2.2306
C226,59.9722,-175.1750,-236.5523,-238.6929,2.1406
D217,-59.9722,-175.1750,-236.5523,-238.6929,2.1406
C217,148.0696,-111.1690,-236.5523,-238.6925,2.1402
D226,-148.0696,-111.1690,-236.5523,-238.6925,2.1402
B226,185.1344,2.9050,-236.5523,-238.6924,2.1401
E217,-185.1344,2.9050,-236.5523,-238.6924,2.1401
A217,-54.4472,176.9710,-236.5523,-238.6924,2.1401
A226,54.4472,176.9710,-236.5523,-238.6924,2.1401
B217,151.4842,106.4700,-236.5523,-238.6922,2.1399
E226,-151.4842,106.4700,-236.5523,-238.6922,2.1399
D172,0.0000,-183.5550,-237.7973,-239.7489,1.9516
C172,174.5716,-56.7210,-237.7973,-239.7487,1.9514
E172,-174.5716,-56.7210,-237.7973,-239.7487,1.9514
B172,107.8912,148.5000,-237.7973,-239.7483,1.9510
A172,-107.8912,148.5000,-237.7973,-239.7483,1.9510
C208,30.0266,-181.0270,-237.8395,-239.7847,1.9452
D194,-30.0266,-181.0270,-237.8395,-239.7847,1.9452
C194,162.8886,-84.4970,-237.8395,-239.7846,1.9451
D208,-162.8886,-84.4970,-237.8395,-239.7846,1.9451
B194,130.6973,128.8050,-237.8395,-239.7845,1.9450
E208,-130.6973,128.8050,-237.8395,-239.7845,1.9450
B208,181.4461,-27.3830,-237.8395,-239.7845,1.9450
E194,-181.4461,-27.3830,-237.8395,-239.7845,1.9450
A194,-82.1132,164.1040,-237.8395,-239.7842,1.9447
A208,82.1132,164.1040,-237.8395,-239.7842,1.9447
C218,139.0570,-118.8160,-238.2980,-240.1751,1.8771
D225,-139.0570,-118.8160,-238.2980,-240.1751,1.8771
C225,70.0304,-168.9670,-238.2980,-240.1751,1.8771
D218,-70.0304,-168.9670,-238.2980,-240.1751,1.8771
E218,-182.3381,14.3890,-238.2980,-240.1748,1.8768
B225,182.3382,14.3890,-238.2980,-240.1748,1.8768
B218,155.9723,95.5350,-238.2980,-240.1747,1.8767
E225,-155.9723,95.5350,-238.2980,-240.1747,1.8767
A218,-42.6608,177.8610,-238.2980,-240.1744,1.8764
A225,42.6608,177.8610,-238.2980,-240.1744,1.8764
C195,155.9852,-92.7140,-239.4009,-241.1172,1.7163
D207,-155.9852,-92.7140,-239.4009,-241.1172,1.7163
C207,39.9746,-177.0010,-239.4009,-241.1171,1.7162
D195,-39.9746,-177.0010,-239.4009,-241.1171,1.7162
B207,180.6909,-16.6780,-239.4009,-241.1170,1.7161
E195,-180.6909,-16.6780,-239.4009,-241.1170,1.7161
B195,136.3787,119.7010,-239.4009,-241.1168,1.7159
E207,-136.3787,119.7010,-239.4009,-241.1168,1.7159
A195,-71.6985,166.6940,-239.4009,-241.1167,1.7158
A207,71.6985,166.6940,-239.4009,-241.1167,1.7158
C224,79.9614,-162.5170,-239.6548,-241.3348,1.6800
D219,-79.9614,-162.5170,-239.6548,-241.3348,1.6800
C219,129.8539,-126.2680,-239.6548,-241.3347,1.6799
D224,-129.8539,-126.2680,-239.6548,-241.3347,1.6799
B224,179.2727,25.8280,-239.6548,-241.3344,1.6796
E219,-179.2727,25.8280,-239.6548,-241.3344,1.6796
B219,160.2155,84.4800,-239.6548,-241.3343,1.6795
E224,-160.2155,84.4800,-239.6548,-241.3343,1.6795
A219,-30.8353,178.4800,-239.6548,-241.3342,1.6794
A224,30.8353,178.4800,-239.6548,-241.3342,1.6794
C173,168.2420,-65.2080,-240.1721,-241.7785,1.6064
D190,-168.2420,-65.2080,-240.1721,-241.7785,1.6064
C190,10.0275,-180.1580,-240.1721,-241.7785,1.6064
D173,-10.0275,-180.1580,-240.1721,-241.7785,1.6064
A173,-97.7819,151.6450,-240.1721,-241.7784,1.6063
A190,97.7819,151.6450,-240.1721,-241.7784,1.6063
B190,174.4393,-46.1350,-240.1721,-241.7784,1.6063
E173,-174.4393,-46.1350,-240.1721,-241.7784,1.6063
B173,114.0068,139.8570,-240.1721,-241.7784,1.6063
E190,-114.0068,139.8570,-240.1721,-241.7784,1.6063
C223,90.2785,-155.8750,-240.4015,-241.9756,1.5741
D220,-90.2785,-155.8750,-240.4015,-241.9756,1.5741
A220,-18.5843,179.1700,-240.4015,-241.9756,1.5741
A223,18.5843,179.1700,-240.4015,-241.9756,1.5741
B223,176.1437,37.6920,-240.4015,-241.9755,1.5740
E220,-176.1437,37.6920,-240.4015,-241.9755,1.5740
C220,120.3486,-134.0280,-240.4015,-241.9755,1.5740
D223,-120.3486,-134.0280,-240.4015,-241.9755,1.5740
B220,164.6580,73.0420,-240.4015,-241.9753,1.5738
E223,-164.6580,73.0420,-240.4015,-241.9753,1.5738
C221,110.5075,-141.5370,-240.8224,-242.3379,1.5155
D222,-110.5075,-141.5370,-240.8224,-242.3379,1.5155
C222,100.4614,-148.8360,-240.8224,-242.3379,1.5155
D221,-100.4614,-148.8360,-240.8224,-242.3379,1.5155
A221,-6.2089,179.4610,-240.8224,-242.3376,1.5152
A222,6.2089,179.4610,-240.8224,-242.3376,1.5152
B222,172.5961,49.5520,-240.8224,-242.3376,1.5152
E221,-172.5961,49.5520,-240.8224,-242.3376,1.5152
B221,168.7588,61.3620,-240.8224,-242.3376,1.5152
E222,-168.7588,61.3620,-240.8224,-242.3376,1.5152
C206,50.1219,-171.2000,-241.6988,-243.0943,1.3955
D196,-50.1219,-171.2000,-241.6988,-243.0943,1.3955
C196,147.3329,-100.5720,-241.6988,-243.0942,1.3954
D206,-147.3329,-100.5720,-241.6988,-243.0942,1.3954
A196,-60.0797,167.9650,-241.6988,-243.0940,1.3952
A206,60.0797,167.9650,-241.6988,-243.0940,1.3952
B206,178.3099,-5.2350,-241.6988,-243.0940,1.3952
E196,-178.3099,-5.2350,-241.6988,-243.0940,1.3952
B196,141.1786,109.0440,-241.6988,-243.0937,1.3949
E206,-141.1786,109.0440,-241.6988,-243.0937,1.3949
C189,20.0563,-176.5060,-242.2464,-243.5683,1.3219
D174,-20.0563,-176.5060,-242.2464,-243.5683,1.3219
B189,174.0655,-35.4680,-242.2464,-243.5680,1.3216
E174,-174.0655,-35.4680,-242.2464,-243.5680,1.3216
C174,161.6700,-73.6180,-242.2464,-243.5680,1.3216
D189,-161.6700,-73.6180,-242.2464,-243.5680,1.3216
B174,119.9739,131.0080,-242.2464,-243.5679,1.3215
E189,-119.9739,131.0080,-242.2464,-243.5679,1.3215
A174,-87.5221,154.5860,-242.2464,-243.5677,1.3213
A189,87.5221,154.5860,-242.2464,-243.5677,1.3213
A85,-6.1133,110.0380,-279.4540,-278.2802,1.1738
A86,6.1133,110.0380,-279.4540,-278.2802,1.1738
B86,106.5411,28.1900,-279.4540,-278.2803,1.1737
E85,-106.5411,28.1900,-279.4540,-278.2803,1.1737
B85,102.7628,39.8180,-279.4540,-278.2803,1.1737
E86,-102.7628,39.8180,-279.4540,-278.2803,1.1737
C85,69.6243,-85.4290,-279.4540,-278.2803,1.1737
D86,-69.6243,-85.4290,-279.4540,-278.2803,1.1737
B69,80.3213,76.5140,-279.1673,-277.9937,1.1736
E77,-80.3213,76.5140,-279.1673,-277.9937,1.1736
C86,59.7327,-92.6150,-279.4540,-278.2805,1.1735
D85,-59.7327,-92.6150,-279.4540,-278.2805,1.1735
A69,-47.9477,100.0340,-279.1673,-277.9940,1.1733
A77,47.9477,100.0340,-279.1673,-277.9940,1.1733
C69,97.5890,-52.7460,-279.1673,-277.9940,1.1733
D77,-97.5890,-52.7460,-279.1673,-277.9940,1.1733
B77,109.9546,-14.6880,-279.1673,-277.9940,1.1733
E69,-109.9546,-14.6880,-279.1673,-277.9940,1.1733
C77,20.0080,-109.1120,-279.1673,-277.9940,1.1733
D69,-20.0080,-109.1120,-279.1673,-277.9940,1.1733
A84,-18.3087,109.8700,-278.9869,-277.8136,1.1733
A87,18.3087,109.8700,-278.9869,-277.8136,1.1733
B87,110.1497,16.5390,-278.9869,-277.8139,1.1730
E84,-110.1497,16.5390,-278.9869,-277.8139,1.1730
B84,98.8343,51.3640,-278.9869,-277.8139,1.1730
E87,-98.8343,51.3640,-278.9869,-277.8139,1.1730
B56,65.5892,90.2760,-278.9059,-277.7330,1.1729
A56,-65.5892,90.2760,-278.9059,-277.7330,1.1729
C84,79.3916,-78.1240,-278.9869,-277.8140,1.1729
D87,-79.3916,-78.1240,-278.9869,-277.8140,1.1729
D56,0.0000,-111.5870,-278.9059,-277.7331,1.1728
C87,49.7676,-99.6470,-278.9869,-277.8141,1.1728
D84,-49.7676,-99.6470,-278.9869,-277.8141,1.1728
C56,106.1255,-34.4820,-278.9059,-277.7331,1.1728
E56,-106.1255,-34.4820,-278.9059,-277.7331,1.1728
A70,-36.1897,100.8040,-280.6583,-279.4865,1.1718
A76,36.1897,100.8040,-280.6583,-279.4865,1.1718
B70,84.6867,65.5690,-280.6583,-279.4865,1.1718
E76,-84.6867,65.5690,-280.6583,-279.4865,1.1718
B76,107.0532,-3.2680,-280.6583,-279.4866,1.1717
E70,-107.0532,-3.2680,-280.6583,-279.4866,1.1717
C70,88.5289,-60.2800,-280.6583,-279.4867,1.1716
D76,-88.5289,-60.2800,-280.6583,-279.4867,1.1716
C76,29.9728,-102.8230,-280.6583,-279.4869,1.1714
D70,-29.9728,-102.8230,-280.6583,-279.4869,1.1714
A83,-30.0914,109.4440,-278.1308,-276.9609,1.1699
A88,30.0914,109.4440,-278.1308,-276.9609,1.1699
B83,94.7883,62.4390,-278.1308,-276.9609,1.1699
E88,-94.7883,62.4390,-278.1308,-276.9609,1.1699
A57,-53.9481,91.2840,-281.0640,-279.8942,1.1698
A66,53.9481,91.2840,-281.0640,-279.8942,1.1698
B57,70.1453,79.5160,-281.0640,-279.8942,1.1698
E66,-70.1453,79.5160,-281.0640,-279.8942,1.1698
B88,113.3858,5.2020,-278.1308,-276.9610,1.1698
E83,-113.3858,5.2020,-278.1308,-276.9610,1.1698
C88,39.9849,-106.2290,-278.1308,-276.9610,1.1698
D83,-39.9849,-106.2290,-278.1308,-276.9610,1.1698
B66,103.4871,-23.0990,-281.0640,-279.8942,1.1698
E57,-103.4871,-23.0990,-281.0640,-279.8942,1.1698
C57,97.3003,-42.1400,-281.0640,-279.8943,1.1697
D66,-97.3003,-42.1400,-281.0640,-279.8943,1.1697
C66,10.0104,-105.5600,-281.0640,-279.8943,1.1697
D57,-10.0104,-105.5600,-281.0640,-279.8943,1.1697
C83,88.6738,-70.8540,-278.1308,-276.9611,1.1697
D88,-88.6738,-70.8540,-278.1308,-276.9611,1.1697
B71,88.9198,54.5220,-281.7107,-280.5447,1.1660
E75,-88.9198,54.5220,-281.7107,-280.5447,1.1660
A71,-24.3750,101.4160,-281.7107,-280.5448,1.1659
A75,24.3750,101.4160,-281.7107,-280.5448,1.1659
B75,103.9844,8.1580,-281.7107,-280.5449,1.1658
E71,-103.9844,8.1580,-281.7107,-280.5449,1.1658
C75,39.8909,-96.3740,-281.7107,-280.5450,1.1657
D71,-39.8909,-96.3740,-281.7107,-280.5450,1.1657
C71,79.3305,-67.7190,-281.7107,-280.5451,1.1656
D75,-79.3305,-67.7190,-281.7107,-280.5451,1.1656
B68,75.8303,87.3390,-277.2399,-276.0759,1.1640
E78,-75.8303,87.3390,-277.2399,-276.0759,1.1640
A68,-59.6308,99.1080,-277.2399,-276.0761,1.1638
A78,59.6308,99.1080,-277.2399,-276.0761,1.1638
B78,112.6842,-26.0860,-277.2399,-276.0762,1.1637
E68,-112.6842,-26.0860,-277.2399,-276.0762,1.1637
C78,10.0118,-115.2300,-277.2399,-276.0762,1.1637
D68,-10.0118,-115.2300,-277.2399,-276.0762,1.1637
C68,106.4965,-45.1290,-277.2399,-276.0763,1.1636
D78,-106.4965,-45.1290,-277.2399,-276.0763,1.1636
A82,-41.8868,108.7580,-276.8710,-275.7103,1.1607
A89,41.8868,108.7580,-276.8710,-275.7103,1.1607
B82,90.4905,73.4450,-276.8710,-275.7105,1.1605
E89,-90.4905,73.4450,-276.8710,-275.7105,1.1605
B89,116.3780,-6.2290,-276.8710,-275.7106,1.1604
C82,97.8130,-63.3660,-276.8710,-275.7106,1.1604
D89,-97.8130,-63.3660,-276.8710,-275.7106,1.1604
